z1,z2,z3,z4,z5,z6,shape
0.3183098861838088,0.012942006309770432,0.6225172666396845,0.012353650150900505,0.0008947930404861053,0.0028690263160325354,circle
0.31830988618382017,0.009533778758688867,0.6203609093567798,0.013388439443707533,0.0018552980099436197,0.0014809517601878928,circle
0.31830988618376616,0.013571035073551311,0.6227243752033935,0.012182297296221067,0.0010727454768337565,0.003319980612649054,circle
0.3183098861837896,0.004093161125069764,0.6167267324637266,0.01170868419197063,0.003116717645736959,0.003783664112007394,circle
0.3183098861837614,0.006671655767746725,0.6161645537909591,0.01009744548815109,0.002997672311912424,0.005144496402071414,circle
0.3183098861838081,0.005697415393896776,0.6171667474918389,0.009439554659111884,0.00266586719963616,0.004883422971651328,circle
0.3183098861837861,0.005361580208258172,0.6178546415421804,0.010130631167656483,0.0029378773198367714,0.0035895377511537757,circle
0.3183098861837861,0.006395279788228954,0.6178327450321355,0.010251119645121305,0.0025711075492780558,0.003368876021940614,circle
0.3183098861837743,0.0033083739351135464,0.6177495054546136,0.012658077384913131,0.003191855293856388,0.00505833324098747,circle
0.3183098861837811,0.0022888536876130975,0.6172408556918765,0.011236697085688346,0.002403428366691188,0.003964665940959649,circle
0.31830988618381495,0.0014817855060559324,0.6176204065672479,0.011728289117338392,0.0015255987085966351,0.004071578366779043,circle
0.3183098861837654,0.008709570783817833,0.6187370952313836,0.01287977498792184,0.0018936103293088447,0.006813990986864039,circle
0.3183098861838058,0.0074274259018881576,0.6186311220765136,0.012765388632631838,0.002673232809814512,0.00386170934865235,circle
0.3183098861837896,0.009894578872988412,0.618308373160549,0.01336830313394761,0.0012724896055608724,0.0019471275707597358,circle
0.3183098861837896,0.00589686063822282,0.6171624147872724,0.012480144021144383,0.0034773961155226923,0.004724717762510514,circle
0.31830988618380923,0.015273876964200777,0.6208357708873902,0.010758247774797874,0.0023834765695723154,0.003985447537642722,circle
0.3183098861837811,0.016245919216577538,0.618401588547851,0.009946191611771507,0.0027661209627813247,0.004553254581448489,circle
0.3183098861838058,0.005798645858156746,0.6183068217490351,0.010459359122835061,0.0035504764016098898,0.005593789982343432,circle
0.31830988618381495,0.016719127817701927,0.618621800470178,0.011335124892458715,0.0031363987538459395,0.004328051691993874,circle
0.31830988618378225,0.0176812183936037,0.6173157399827613,0.010334989861568075,0.0026701624590649738,0.0036761187790033327,circle
0.3183098861837579,0.009644647010272699,0.615116751424473,0.011494713120556707,0.001949031818639459,0.005224854885546858,circle
0.3183098861837896,0.009403787863028864,0.6167392484364345,0.01269619827832729,0.0011939376437797003,0.004825481229719256,circle
0.31830988618376305,0.010831856458461084,0.6198823094292853,0.009194185064473276,0.0013764022059800307,0.0017492546865105127,circle
0.3183098861837896,0.009792405118043714,0.6172217485693516,0.012196069514667089,0.0025686688517214842,0.004775712061452247,circle
0.31830988618381584,0.008220948860040773,0.616186934760712,0.013164986814104567,0.0023413965151595976,0.006673032574534379,circle
0.31830988618381884,0.008846918269015841,0.6162024811786467,0.011405098409314135,0.0018154058217017643,0.006329297961988566,circle
0.31830988618377415,0.009308408918633517,0.6154314204996115,0.011062248359730211,0.0014327871676857095,0.006911951102272232,circle
0.31830988618377165,0.006618935237104755,0.6180332444617581,0.013724315695202152,0.0031243884769262655,0.004912586783055812,circle
0.318309886183765,0.006988129756322378,0.6177270608501295,0.012873028067850591,0.0028130077760825578,0.0047829466631148804,circle
0.318309886183793,0.009636156775424641,0.6170495914926003,0.01486018198364533,0.0011892138184503485,0.005038599530669464,circle
0.3183098861837861,0.010152292655905547,0.6175014827458768,0.013005829758210153,0.0021360801536272,0.006262079803708982,circle
0.31830988618377065,0.00878443935278999,0.6193544685633274,0.013538240960296592,0.0016550587762594192,0.007027467769671942,circle
0.3183098861837867,0.007316121609643806,0.6198769427732566,0.014291053383891777,0.0026872087302426124,0.001698621133774627,circle
0.31830988618382183,0.010821496748514573,0.6179610855122315,0.01647378904760497,0.0026127544373481617,0.003998540153051624,circle
0.31830988618381467,0.009404068783715573,0.6185225347795887,0.01329816164681221,0.0019555499134798968,0.0046483583840605195,circle
0.31830988618381995,0.007946992255802093,0.617629014061776,0.01311301501295705,0.00236572873408688,0.004132334069813638,circle
0.31830988618381906,0.010162022368253731,0.6161504229365194,0.014019168386245865,0.0024949142925637245,0.005016353604566262,circle
0.3183098861837629,0.009862625097657576,0.6155192660051968,0.01442876639868909,0.0017155223169869156,0.007337172296425393,circle
0.31830988618378275,0.010380575198661104,0.615561661946115,0.015204440026268024,0.002507515261788987,0.006834446787412258,circle
0.318309886183783,0.010943080516717552,0.6153956345874931,0.013519552782227644,0.0027479825866866853,0.005017068573648048,circle
0.31830988618377737,0.009917784326886508,0.6152555404781137,0.014048368066935385,0.0022253472286319124,0.005287621240095012,circle
0.3183098861838142,0.007887146726539705,0.6152261314283083,0.010583646271502862,0.002576323697657868,0.0022649883625608528,circle
0.31830988618379763,0.009673436280636142,0.6169054558399791,0.014111046725152272,0.001971906706708251,0.00472239718816736,circle
0.31830988618377737,0.010943910509250287,0.614819378959986,0.01715890533025414,0.0032678479993281753,0.004539134459266741,circle
0.31830988618377165,0.010777507907974916,0.6171364589755141,0.014147278099369949,0.0026546269202659028,0.004232362202080151,circle
0.3183098861838142,0.01159492130022174,0.6148929556710195,0.014536737991608989,0.0025949669072685257,0.004699253925018583,circle
0.3183098861837684,0.008089310216630405,0.613612715370341,0.013880950421362075,0.0023531836969552444,0.004320278877538749,circle
0.3183098861837931,0.009675153380269847,0.6139689042959271,0.012691256400519737,0.0014418153865203406,0.003970534242683079,circle
0.3183098861837585,0.005254472075262816,0.6150102979120516,0.011997386771424687,0.0037573341964514855,0.0027619209363520525,circle
0.31830988618379064,0.007666742355255346,0.6148977692390657,0.01435528983855535,0.0025993037878680528,0.0012201620144033961,circle
0.3183098861838101,0.006006341507936246,0.6146106950061597,0.013148524529930143,0.003535080755244916,0.0014778639851445701,circle
0.3183098861837896,0.008250326845406842,0.6166340708204981,0.012488509116723868,0.002716713551194683,0.0029797887794185836,circle
0.3183098861837728,0.008590103842016758,0.6187915860430616,0.007406145730736563,0.0011514571223597166,0.0054744326416065105,circle
0.3183098861837811,0.009061017331538178,0.6180672551088507,0.008460269967596773,0.0018019297900035908,0.0009065017459920101,circle
0.31830988618377165,0.014761313984035343,0.618822746739871,0.010496217962217535,0.002266288531768314,0.0068645261307440425,circle
0.3183098861838196,0.005323679986871018,0.6189545714652274,0.011127200684186158,0.0032685047853770765,0.003898852385037596,circle
0.3183098861837696,0.01074770680133804,0.6185179096761244,0.012123936101197674,0.0020761077855542607,0.004774608555418499,circle
0.31830988618381406,0.012517636917261307,0.6145026964628048,0.012464057172870196,0.0026646064845841115,0.007803385056429472,circle
0.3183098861837997,0.007244209008593483,0.6143603322894715,0.010866377158018907,0.00206819522231945,0.007557719648981218,circle
0.3183098861837899,0.0003739846046309518,0.6129623046156626,0.013737340359499806,0.0007454807180868185,0.0042884191734562,circle
0.3183098861837751,0.024681797351467676,0.6123614126025946,0.01252649970695569,0.004131449958791702,0.011166790555420164,circle
0.318309886183803,0.02739653238712408,0.6116845886722828,0.013452954389385725,0.005078943377855346,0.012892580663460178,circle
0.31830988618376993,0.019285698692709317,0.6088333802396582,0.011652166175214375,0.0035625951054282495,0.006052900043336319,circle
0.3183098861838054,0.026547390026907414,0.6063428101985394,0.008774553007842564,0.0065115191120247735,0.00844829782047091,circle
0.3183098861837615,0.026421832593837197,0.6067760718415401,0.00775745660619601,0.006115304452587828,0.00775728354654939,circle
0.3183098861837855,0.028029002471293876,0.6114282625977752,0.00932506588502047,0.00686909403851246,0.010351163354629336,circle
0.3183098861837984,0.025099009022194568,0.6079240589643479,0.006525422992771268,0.005330307124495516,0.009307631897546218,circle
0.31830988618383177,0.022539002868217674,0.6094088158405196,0.00807154750070958,0.004664475168601011,0.009283842709685143,circle
0.31830988618380807,0.01305844675355439,0.6084801151788337,0.01006984851737111,0.003406822573403922,0.008228761973293162,circle
0.31830988618381456,0.017793971369733392,0.6119638721602974,0.012165063502063162,0.0038762251125661366,0.006638910761641222,circle
0.3183098861837651,0.018719198794826964,0.611085828172936,0.011762010116259915,0.004748922997954559,0.005647598834478578,circle
0.3183098861838042,0.010958070016808917,0.6084399149555805,0.013059116685038268,0.00344800494013603,0.006630600990376532,circle
0.31830988618378225,0.010258015513190574,0.6176021474352852,0.010657129793211982,0.002104815265563172,0.00787589442775472,circle
0.318309886183793,0.014529893564608874,0.6174541864101547,0.00968547870864197,0.0021025316515448336,0.009061968537468996,circle
0.31830988618381995,0.01212725104862188,0.6170922281180047,0.01019117426961324,0.0022645108794391885,0.007131599474567468,circle
0.31830988618379763,0.01526694731614494,0.6169427480253842,0.011465489520907934,0.002162788788994223,0.00701817040888913,circle
0.3183098861837614,0.012562210922747992,0.616889441612799,0.011679452408784811,0.0026588279281398054,0.008456941126247558,circle
0.3183098861838058,0.013230005078801624,0.6192605958293314,0.011008751707014456,0.002221440280773055,0.008070201495391423,circle
0.31830988618381995,0.01744171606528416,0.6178738647344244,0.008333646628571001,0.0017048774767474914,0.00791461104689273,circle
0.3183098861837629,0.01664746732103751,0.6159774791663771,0.007914454189373704,0.0022817111961880476,0.006547023972466694,circle
0.31830988618375805,0.019521718481588103,0.6148455539219682,0.008590998229997116,0.0028091336626553756,0.007837278437818453,circle
0.318309886183783,0.01953816459540955,0.6169326129984767,0.00984264133811814,0.0021248536397737243,0.005985060738925888,circle
0.31830988618376904,0.01864279937522392,0.6172806186902627,0.009863390332688418,0.0024934985784432198,0.006928317301723531,circle
0.3183098861838143,0.01885115449812698,0.6180459374246312,0.009637234466829403,0.0019276246595476842,0.004975602676439344,circle
0.3183098861838068,0.010585628610434944,0.614989524177886,0.009014238965616183,0.0022537480991990234,0.007979053870293172,circle
0.31830988618381906,0.01384731368051996,0.6151634584567716,0.011392936624753798,0.0027655955308041125,0.005647962269301578,circle
0.31830988618381406,0.012365211318190173,0.6140700830174939,0.010622909591943166,0.0025220854325435286,0.006607147706304455,circle
0.31830988618377737,0.018459596280153527,0.6164041701156516,0.011417258776806261,0.0021545564213842237,0.009338155008385023,circle
0.3183098861838143,0.008667578576112514,0.6167459245026302,0.010940155761636528,0.002358376172055,0.00435776417735839,circle
0.31830988618383077,0.003116069425310202,0.6150809362334974,0.013954898423145403,0.0035686181695893425,0.006509867363512989,circle
0.3183098861837517,0.013926489987847101,0.6181059287368755,0.012287317872471474,0.0014123712231721445,0.007247151233108246,circle
0.31830988618377415,0.008178551222210307,0.6153415039327667,0.011454097618565291,0.002395454347857185,0.0030592529831773127,circle
0.31830988618381995,0.005625937780421427,0.6175986597137251,0.013235519735330778,0.0030196243058033877,0.0030848658297988668,circle
0.31830988618377165,0.012432975292913831,0.6179704067815667,0.014643421502077232,0.0022860843679737685,0.0020476053050306423,circle
0.3183098861838058,0.012419740084083081,0.6187624216418784,0.014947645651059972,0.002056466853185052,0.00327176533963782,circle
0.31830988618381467,0.00490303282337017,0.6180325816499729,0.016269668059755434,0.0031187727513147813,0.0020736617174980285,circle
0.31830988618380407,0.006319678260371606,0.6183401580756059,0.016468314249451253,0.0031699000935044817,0.0036597528898409536,circle
0.3183098861837889,0.0043516538384493885,0.6157458936699544,0.014763801055607482,0.002742168263754935,0.0022646419882361,circle
0.31830988618381917,0.005888918089805717,0.6194586228203511,0.017844192237314847,0.0033989368244774,0.0012279459979985692,circle
0.3183098861837855,0.006357867715162763,0.612630250629125,0.0137211248527179,0.002336370649769541,0.0005054075650811082,circle
0.3183098861838047,0.007614772900740203,0.6203953832408711,0.01159252203374538,0.0023367139927012435,0.0014937626446876015,circle
0.3183098861837593,0.009808885043248438,0.6125087029731007,0.009933843818478533,0.002010793842234527,0.0038984570978674933,circle
0.318309886183765,0.004719260755283112,0.6171632061957738,0.009546510155337655,0.0030656062023846514,0.00211691234705852,circle
0.3183098861838119,0.008987744758331608,0.6202758152431732,0.013641589187579257,0.0019335104005907865,0.005428648884455996,circle
0.3183098861838143,0.021622795424190135,0.6190455069329583,0.020003317313446813,0.003908641901377509,0.0037472703334624205,circle
0.31830988618381184,0.006273970253535615,0.6287194697516625,0.021998432297591766,0.002928830758078513,0.001590665886732524,circle
0.3183098861838111,0.008604573455715338,0.6379745476611823,0.02062844481595684,0.00012646727508157046,0.005162242926580886,circle
0.3183098861838194,0.012630561029243271,0.6489213912956687,0.027136085546423497,0.0008353002119467994,0.003638652885790738,circle
0.31830988618381456,0.006016532608850059,0.6566893321890008,0.02633864525146887,0.0013771927279751948,0.0005003212979024508,circle
0.318309886183806,0.002519425367403658,0.6586090118056562,0.027519177632606442,0.00165971000719852,0.004261131213359182,circle
0.3183098861837674,0.018797014976914887,0.6713375886446701,0.020400387194567552,0.0047162431030219895,0.0005767750632039262,circle
0.31830988618377676,0.008629535768874664,0.6780951322229583,0.02541168452023016,0.0010634455458367416,0.0065807782239277164,circle
0.31830988618377437,0.019269418612534405,0.686125524999388,0.02522461499828783,0.0063690523508261225,0.0011634898331153336,circle
0.3183098861838106,0.00831933413649634,0.6831677727262452,0.04330683578005252,0.0017402497055784688,0.003968307272645138,circle
0.31830988618377404,0.008890310905694322,0.6960816726937727,0.041347184793724845,0.002975435496043284,0.005060365236152643,circle
0.3183098861837957,0.0039012662941034066,0.6901202436582399,0.056208625683867905,0.0005424697689744289,0.005142317367062841,circle
0.31830988618380823,0.0011370901660788164,0.699953735105473,0.055000608426668984,0.00034208532261968867,0.0059536063407908115,circle
0.3183098861838122,0.0030213621289959134,0.7028769795183899,0.05724325655711389,0.0010962958753078132,0.006527212396139282,circle
0.31830988618378064,0.012590890358996952,0.7174648375061828,0.0534199734354712,0.004714874781695403,0.0036346852782515146,circle
0.3183098861837896,0.010168424940577382,0.7132830302002662,0.0637164848815817,0.004017837326787524,0.0028484066723171845,circle
0.3183098861837832,0.009551536721437512,0.7199470289067846,0.06622532876066224,0.002768722533602342,0.007493778798270561,circle
0.3183098861837946,0.018244257829910834,0.7256437872426613,0.07832714097281022,0.010826350059020213,0.01124546685547089,circle
0.3183098861837798,0.02568885826442736,0.7312743638180964,0.07893686103741702,0.018435735597063716,0.011807097201845494,circle
0.3183098861837826,0.03193223103148127,0.7399023407529851,0.07514497255772212,0.024678558913578348,0.013865133963834004,circle
0.31830988618377754,0.026320172877052368,0.7515259119109386,0.0736425106035735,0.023411046077575635,0.016194010933474428,circle
0.31830988618377287,0.03226643101826253,0.7621197452860307,0.08538095254453346,0.023644555209293212,0.01239303361436419,circle
0.31830988618379674,0.03637611049681632,0.772757039842927,0.08352766765373626,0.0362849015358195,0.008029615980568876,circle
0.31830988618378264,0.027220414602531,0.7843132888207698,0.09024920382211138,0.026581933381077876,0.004092720176490506,circle
0.3183098861837871,0.032824002030601714,0.8023840909544296,0.07475961095678871,0.03639632724754086,0.015428100523313708,circle
0.31830988618377815,0.029801247539320157,0.8168548056540617,0.09354180394005202,0.03776980190670765,0.020083015245712266,circle
0.3183098861837866,0.013402641407585928,0.8244979553734156,0.08399171609769372,0.01057393791064497,0.03834356774279776,circle
0.31830988618379835,0.06350979127236535,0.8336781401813611,0.09694743228752195,0.07663960924661026,0.028991572783898377,circle
0.31830988618379463,0.0916579568812856,0.8423088734119895,0.0833906270775299,0.12548125965502085,0.0225158896098746,circle
0.31830988618378364,0.11736877871976702,0.8516279688095795,0.060904299539933975,0.16894415604918855,0.013902412644933282,circle
0.3183098861837835,0.020634504812981038,0.8714273890190363,0.040266693661648395,0.02905322506349223,0.033408426469980344,circle
0.3183098861837896,0.06296293910607326,0.8733469406960397,0.07874856967058606,0.0998897108530031,0.05389736367282412,circle
0.3183098861837931,0.030223392157783628,0.8881565120029278,0.13217173721427278,0.04663754529083586,0.05081856369353465,circle
0.31830988618378936,0.10521798336455727,0.883186580840505,0.07852981516280672,0.16479472137682497,0.0031111659829460643,circle
0.3183098861837869,0.16652715371705387,0.8821600631997665,0.10428484684369116,0.2714982334721178,0.029378406568058204,circle
0.3183098861837887,0.08784747203237685,0.9055022383433764,0.11768766856902255,0.1499952043084064,0.05672470045840348,circle
0.3183098861837951,0.12682081035196965,0.9077879727217636,0.09680432242065196,0.22036324892483194,0.04102971065914585,circle
0.3183098861837874,0.11507830623387409,0.9154385666609027,0.2007335942496155,0.2097740343293756,0.0769326658547667,circle
0.31830988618379047,0.1440093075585087,0.9199485013488098,0.21056286234693403,0.2603933503416842,0.032246493831317724,circle
0.3183098861837907,0.21976025032571891,0.9167368278251695,0.2050012663093926,0.4000932641977045,0.10706067828256914,circle
0.3183098861837909,0.4783913210082553,0.9127605348919021,0.37354292602171724,0.8865718745133258,0.1385207745145476,circle
0.3183098861837922,0.4756354842184624,0.8959792101802225,0.27023074923705337,0.8544075616777115,0.11146457872967347,circle
0.31830988618379036,0.46880518560359646,0.9276937528175598,0.4494842412416427,0.8940317216821551,0.4196710394175929,circle
0.31830988618379025,0.4464036104413442,0.9235014721461479,0.3837826760463711,0.8420685218725318,0.0643637731428743,circle
0.3183098861837899,0.45926910111462577,0.914386444026156,0.23330997793913025,0.8538506855061544,0.01600828930581427,circle
0.31830988618379114,0.14675602205791577,0.9327779572788194,0.3114729465024911,0.2796947031056571,0.22678665043520166,circle
0.3183098861837899,0.3637166952525652,0.9197358196202035,0.13378773504148064,0.6786694543462177,0.22910364914500753,circle
0.31830988618379014,0.2859522919484237,0.9335173200275679,0.0740821764540604,0.5471016154017991,0.07565913289987887,circle
0.3183098861837903,0.30330886096733595,0.9220167527509143,0.2584868265284783,0.5615756681348278,0.16367060294640223,circle
0.31830988618379114,0.4437066959916239,0.9209907514014037,0.45376991366033037,0.834090747642601,0.347805627154496,circle
0.31830988618379025,0.09153108040588663,0.9323946960271497,0.11843050097763759,0.17374541696425191,0.16880968203949975,circle
0.3183098861837915,0.10146108288638506,0.9324719930102484,0.17160998242518882,0.19149875500646132,0.046507095092891484,circle
0.31830988618379075,0.24986096978317957,0.9193902873359749,0.012297534935879496,0.45946155694096347,0.07117150201904594,circle
0.31830988618379247,0.19664219948827205,0.9057041677002978,0.039001134275773126,0.35120746813480935,0.07346442749254826,circle
0.31830988618378875,0.13395241157048457,0.9049669630203395,0.0662454644004342,0.23871087804735694,0.08643759339955988,circle
0.31830988618379297,0.22272959609416113,0.8894049064768833,0.05159009844705825,0.38178439765085365,0.05924596971885924,circle
0.318309886183789,0.09879737329693973,0.8948376704794673,0.07723276824194687,0.1673957119422398,0.09942193012033147,circle
0.3183098861837931,0.010915103071175408,0.8883781452258742,0.05096579614524135,0.017005252130324736,0.0758098677871714,circle
0.31830988618379025,0.14698665397420518,0.8868795417728367,0.09311422907457836,0.24668562608473438,0.07517045740528719,circle
0.31830988618378775,0.09614952800859225,0.8845997956790355,0.01179144871400582,0.15557436220969706,0.07305220214416451,circle
0.31830988618379413,0.16086364661292152,0.8586014738411906,0.031582424722893285,0.23912319894837178,0.03320866004626536,circle
0.3183098861837952,0.12916275171816724,0.8703057896503413,0.060890544007119206,0.19573137892079057,0.06952970417196308,circle
0.3183098861837872,0.026167129174121947,0.8722348392594964,0.05216911005774715,0.027924858239458474,0.08505027787502198,circle
0.31830988618379435,0.08003840493696128,0.8647198918491499,0.03802555487699276,0.12194250652380755,0.03024685137702485,circle
0.3183098861837945,0.11189916987473827,0.8653023735607356,0.06413467800802344,0.1811391035844298,0.048639963318304384,circle
0.3183098861837863,0.0487399362722469,0.8626317859622495,0.02210737035612761,0.0813925059765599,0.029785741261504864,circle
0.31830988618378436,0.057209458879529294,0.870044230611517,0.03810203126075605,0.09848349717709005,0.04804735768178196,circle
0.31830988618378575,0.07756833986401435,0.8628482808854849,0.02459547578620486,0.11739039938185483,0.03996392386075279,circle
0.31830988618378275,0.10519286313479868,0.860300366215144,0.013910305801771387,0.15045836843446558,0.00383341366268078,circle
0.31830988618378897,0.0600103932170548,0.8554097947815905,0.03548099296674259,0.08871054924570906,0.02141466652050933,circle
0.3183098861837987,0.08352752597284918,0.8463235453552452,0.039795884747336994,0.11595555645574188,0.041597233564020585,circle
0.3183098861837943,0.09391904197280028,0.8461523691443651,0.031607547178371394,0.12503801220630328,0.012380272727990487,circle
0.31830988618378336,0.11049016564136334,0.827104556284018,0.035037327104936025,0.1362136036087894,0.021991384564656748,circle
0.3183098861837833,0.0796408949285199,0.8348106525991307,0.0206619318266469,0.10111877709410146,0.030187400881366254,circle
0.3183098861837996,0.06683102019923035,0.8321452123757587,0.03752672852547357,0.0842020883483253,0.016810247448702204,circle
0.31830988618378314,0.03734577878524583,0.83710088335699,0.04832578725716344,0.04529865093360504,0.01680338194853476,circle
0.3183098861837839,0.020118322961046736,0.8349408149454574,0.05609842232195273,0.02766715333885141,0.006676497540795081,circle
0.3183098861838025,0.06397299680119226,0.8234195629367819,0.030038952807047936,0.07406255206528398,0.0026366666759190444,circle
0.3183098861837856,0.02099554289491116,0.8341282903215946,0.03530532873884548,0.03356829591074648,0.02938702047853863,circle
0.3183098861837927,0.03565653009169237,0.8322897175094117,0.03403378250008699,0.04134783614740768,0.01617842415816613,circle
0.3183098861837925,0.05660513173671272,0.8248103002287687,0.034677879404433204,0.07751996724616901,0.018125873587019302,circle
0.3183098861838007,0.08523684431683815,0.8181551140965425,0.03649946767220447,0.09710650762542151,0.02927293978929052,circle
0.31830988618380107,0.0836081082534335,0.8198935855819003,0.0576176964163455,0.1024641727940154,0.014494790982982193,circle
0.3183098861837996,0.014774898184091967,0.8130172673100263,0.0807319440392448,0.014768986672509202,0.016577088972978504,circle
0.318309886183805,0.03077855504017964,0.8202780937869533,0.07493872221471606,0.035502769448726455,0.016435744976843025,circle
0.31830988618378064,0.041804203918129425,0.8161340630927562,0.10589272742942168,0.04493703833420834,0.0331325256031098,circle
0.31830988618378736,0.0096548517055876,0.8121006119993627,0.12466562224845212,0.012250049987484747,0.020407138549928955,circle
0.31830988618380024,0.08358958036656153,0.8076952792992906,0.10795437370048874,0.09249176580691469,0.001746432188531824,circle
0.3183098861837875,0.06968393974172735,0.8107992935705489,0.10832846657464011,0.07329534679909158,0.024204153920397507,circle
0.3183098861837826,0.10726148969682185,0.7996307242477702,0.11163890878138107,0.11013259339179556,0.020391261601512726,circle
0.31830988618379047,0.03723629408205656,0.8122810469096194,0.1464227621231296,0.03704586720747572,0.0350566912123781,circle
0.3183098861837988,0.0019379718921012747,0.8166266331308588,0.15944681061016172,0.004907351885598791,0.028463219224656406,circle
0.31830988618380107,0.038773216173336525,0.8066300185474803,0.1356397952212311,0.03617392383318257,0.042073827810761764,circle
0.3183098861837954,0.017471112419409265,0.8132463559649435,0.135129696050542,0.01914507482308095,0.033408172188525466,circle
0.3183098861837855,0.011008982485128927,0.8166063977126281,0.12854016759146178,0.010116712637211842,0.02472632719658102,circle
0.31830988618379474,0.0710909409805534,0.8136402792492506,0.11410631945633652,0.0868950577277136,0.022403064888470197,circle
0.31830988618378414,0.09349331635726411,0.8112407797106079,0.10215607903456131,0.10656292969440632,0.004435186952142963,circle
0.3183098861837954,0.06136064602568312,0.8038833363697403,0.08783143311445231,0.06797126833490247,0.00896847599759145,circle
0.31830988618379785,0.04816186606610602,0.8187601975680975,0.07024106227735925,0.05704430435381206,0.01410545140781028,circle
0.3183098861837848,0.07354994558167217,0.8110947962916051,0.051923152049173846,0.08491305005960716,0.012540378078088409,circle
0.31830988618379685,0.025917487324427006,0.8230975720830526,0.05069681330515304,0.03077584353296935,0.028762279569252463,circle
0.3183098861837984,0.05368229252537178,0.8230186558923805,0.034774269370545875,0.06388196091692687,0.020149644126401668,circle
0.3183098861837817,0.05703725547407653,0.8261655904813324,0.041059730915919926,0.07230218271574976,0.020803229766065044,circle
0.31830988618377887,0.021635348622625998,0.8183272441413941,0.028407596820430026,0.022209037425331448,0.018061830024314846,circle
0.318309886183798,0.05244601541570928,0.8123455178531281,0.04110547896209919,0.05903348431757976,0.018348612579064876,circle
0.31830988618379946,0.05712767583166485,0.808215352598549,0.0407774729491555,0.06394946588843825,0.007033984106517366,circle
0.3183098861838019,0.04152461393420339,0.8278503275881185,0.03347136280549125,0.055442038458330914,0.018253554171161347,circle
0.31830988618379663,0.050132721428882795,0.8268249430751413,0.03933414150664456,0.06942372875517848,0.0023761150485372686,circle
0.3183098861837865,0.03703471623963096,0.8220302177940213,0.008257216811917925,0.04385140029711001,0.006904593382241522,circle
0.3183098861837855,0.048388778386021174,0.8219007813826913,0.018055580219821593,0.05862336103484848,0.0141652641224446,circle
0.31830988618377626,0.035549830870029275,0.8199332286303781,0.011246755295959466,0.04277325200509409,0.00481283828558372,circle
0.3183098861837883,0.03522746518485041,0.8245576943544288,0.02706083758031594,0.04744164626684284,0.014857872134634792,circle
0.3183098861837831,0.006027157178539785,0.8214268445306394,0.013409535564424169,0.00853279831171718,0.009291953218988182,circle
0.31830988618379863,0.029442351637841056,0.8220728381524739,0.02376656821430063,0.038119685276299595,0.01813295539841641,circle
0.3183098861837826,0.06911232111697495,0.8096472963249981,0.02652257321470462,0.07401614731593752,0.01090270134349875,circle
0.3183098861837888,0.05723824919929911,0.8112047734320815,0.039825613839485866,0.06383600488011988,0.00867366838015669,circle
0.3183098861838042,0.03440917490194196,0.8074176168128437,0.050798931551208036,0.0353987973660815,0.028962511901445814,circle
0.31830988618379863,0.024388629051609514,0.8053601107057803,0.05465299483406789,0.024301737937745135,0.027094130611960827,circle
0.31830988618377987,0.12449587970253796,0.80787875318284,0.05404442682215807,0.15455699042857873,0.03827226220049138,circle
0.3183098861837966,0.1308681101260775,0.7996798039647096,0.03689382563445399,0.14417032572098198,0.029477165075049654,circle
0.3183098861837843,0.07926140731882692,0.806006152243168,0.0509322909775919,0.08492911855555288,0.01621794438918619,circle
