hu1,hu2,hu3,hu4,hu5,hu6,hu7,shape
0.0010138564970399685,8.585895715042251e-13,1.2458427975929163e-16,1.1128922995130555e-14,-4.1565467905307446e-30,-6.293519388625051e-21,1.2427542873438234e-29,circle
0.0010136460977872683,8.66644983510739e-13,7.672730611479958e-17,7.801394773338326e-15,-6.492970837444117e-32,-2.2870347752377594e-21,6.035430140169826e-30,circle
0.0010135283449461412,1.043417607926898e-12,7.221613148742497e-17,1.1782556440694176e-14,2.7617499401203133e-30,-1.5188726339939122e-21,1.051193251311577e-29,circle
0.001013053566209033,9.251581679748197e-13,1.5408354010876677e-16,8.570984572592296e-15,9.756408285385505e-30,2.2385180411724854e-21,1.3526343078049342e-30,circle
0.001014772245455716,9.288947084666893e-13,1.1120422270723947e-16,9.263741232080433e-15,7.131923312686321e-30,2.0593875292401203e-21,6.12710553411133e-30,circle
0.001014016072649262,7.037419217900578e-13,8.818467729770569e-17,1.5486356954889972e-14,-5.482155839587058e-30,-9.877543710396048e-21,1.7247269517212038e-29,circle
0.0010127264491440653,5.56144289159148e-13,5.839883487473124e-17,1.438375767334076e-14,-3.269070998368959e-30,-6.308186145457014e-21,1.2771130070927828e-29,circle
0.0010117500393496868,5.221748153245506e-13,1.1148028068922037e-16,1.9835708465483044e-14,7.603073317622641e-30,-4.124150525647667e-21,2.849977631866716e-29,circle
0.0010132003104487187,7.308865971214379e-13,5.4511968571698084e-17,1.9293669598276252e-14,4.9052807855556725e-30,-4.0178856993979364e-21,1.9168786518936287e-29,circle
0.001013577982760209,7.086099085380771e-13,7.114901033058702e-17,1.8087894873918594e-14,6.1802473157438235e-30,-5.7027480144135315e-21,1.9566651042058865e-29,circle
0.0010139048732628728,6.471000520659077e-13,4.578416147600508e-17,1.7815467572970832e-14,3.389693344683954e-30,-1.3575895436563059e-21,1.572879556707745e-29,circle
0.0010118243001743508,7.324813624325418e-13,1.0896286243598248e-16,6.0785299240439146e-15,1.718260346903339e-30,-1.985904582400515e-21,4.6389489284791516e-30,circle
0.001011869043504659,1.0505114732251533e-12,4.25997616709215e-17,1.037945882692341e-14,1.098330771236308e-30,-2.6612669726681477e-21,6.813899936214679e-30,circle
0.0010112278801526946,9.096065099233185e-13,7.105141827457379e-17,8.095917223424167e-15,3.208583931280391e-30,-2.0240810937358825e-21,5.2352227147537596e-30,circle
0.0010128257644101638,9.007904143434427e-13,1.7659620681448655e-16,1.7080483332516657e-14,2.0044623870435706e-29,-8.6667769219233e-22,2.1868044381209642e-29,circle
0.001013272324405514,8.391786099685824e-13,5.412226074069475e-17,4.239327369836513e-15,1.94379715509979e-30,1.0506803006964203e-21,5.875033372029357e-31,circle
0.0010121535589039852,1.2904373503759526e-12,7.90132462006711e-17,1.0278208124389205e-15,-1.7242252111300125e-31,2.1753894854204793e-22,2.3677738093661534e-31,circle
0.0010142321094642134,1.339915628768361e-12,7.3048717993808e-17,9.934644714371772e-15,-7.114445901695543e-30,-8.596076614344414e-21,-4.583719186868592e-30,circle
0.0010121028543877712,7.511887097125919e-13,4.2542989223074826e-17,3.900844279990355e-15,1.399164389077241e-30,2.932743956393304e-21,7.5338296510233565e-31,circle
0.0010137122981722158,1.302143713700594e-12,2.786958456801526e-17,2.2153740901914668e-15,1.9617525512662754e-31,6.339156072799494e-23,5.143302058393415e-31,circle
0.0010138586040938846,1.6568289643088636e-12,1.667586814233484e-17,8.255309106051771e-15,2.995694713390702e-30,-1.964582887587592e-21,6.3848482271259075e-31,circle
0.001014607803649579,1.7608460276656718e-12,1.8774431741802517e-17,8.165502876762449e-15,2.7128214303598215e-30,-4.282666076569959e-21,-1.6917809741102223e-30,circle
0.0010142463836969081,1.7418371495534486e-12,1.494364376802084e-17,1.8475321354947036e-15,2.9129673989177464e-31,3.9369774620770134e-22,-9.687935131266716e-32,circle
0.0010145073313501947,1.9690794954500806e-12,4.3242789267132834e-17,2.7730941635455755e-15,9.005726736625293e-31,-1.2071729803481767e-21,3.3336399773183476e-31,circle
0.001012422376364085,1.657124994063119e-12,8.285339317274625e-18,1.5480810661353307e-15,-5.155528772017575e-32,-1.9917007416678273e-21,-1.675743712314816e-31,circle
0.0010151569025846428,1.888425211934867e-12,9.627204202345522e-18,2.5441712811660337e-15,3.967859449540195e-31,3.495871127885292e-21,-3.31820452446628e-32,circle
0.0010100132057812069,1.331020120986859e-12,5.852876650281194e-20,2.513272889217491e-15,-2.2627472175921754e-32,-7.343429853022428e-22,-2.0424319038597085e-32,circle
0.0010159165745423522,9.357156883505894e-13,1.1265121517074463e-17,3.5078272227603826e-15,5.874464767796278e-31,-2.972960627653289e-21,3.75694545064952e-31,circle
0.001009751100308752,6.735014367727527e-13,2.940530791287555e-17,5.316079534684328e-15,1.7398606996323513e-30,-3.8572204829698636e-21,1.1792474842404929e-30,circle
0.0010134495124003494,5.997038358794534e-13,1.4614306815774597e-17,1.7000009003084082e-15,1.7333551829345686e-31,-2.3355134516362703e-22,-2.0434040608360583e-31,circle
0.0010158553118770355,1.2708283502284289e-12,6.939746135880978e-17,4.508427700717437e-15,2.186814952061036e-30,-3.826838396125362e-21,1.2558984525546376e-30,circle
0.0010150009310970318,2.6618838873830583e-12,1.7718882219171427e-17,2.5085781547478372e-14,1.4411520633728532e-29,-5.331861271531599e-21,8.486772637950612e-30,circle
0.0010223833051527767,2.8019040039746605e-12,4.729692287978443e-18,2.6781668481050264e-15,1.5321322735434778e-31,3.733757294575303e-21,-2.5957670830520167e-31,circle
0.0010294669238819,2.8743534306816327e-12,1.733382863209297e-17,3.757751916055317e-15,-8.752935625055939e-31,-5.4321682436967835e-21,3.9195698193896815e-31,circle
0.0010378128661885327,3.913076816413931e-12,4.2325027316546086e-17,7.269363068954167e-15,4.6173073797836916e-31,5.2887944586780624e-21,4.005686436380322e-30,circle
0.0010439252637455142,3.710830744206221e-12,1.0953677756808957e-19,2.1392800813338355e-15,2.9406555884884087e-32,1.8117462061360513e-21,1.4410743486836247e-32,circle
0.0010458673870871698,4.204528472578688e-12,3.0486041994706507e-17,5.736175592387111e-16,7.39007546216949e-32,1.155020166208321e-21,1.7107266345602647e-32,circle
0.0010550666682858484,2.0540672353960002e-12,2.1280013856312747e-18,1.3102831889209017e-14,1.5728287657143342e-30,1.616764197003545e-21,1.5209383975281265e-30,circle
0.0010605756495065748,3.073224103281761e-12,4.957393530386585e-17,3.499226541794332e-15,-8.600052159047925e-31,-7.427195138568776e-22,1.176632779335278e-30,circle
0.001066827862252267,2.9215231880879704e-12,6.808935611346447e-18,1.3044485148824275e-14,2.318862833754454e-30,-5.2062733294732e-21,3.120288661299697e-30,circle
0.001065761343737813,9.132519941763539e-12,2.2844744669013403e-17,2.9863850383025927e-15,2.0208109581532886e-31,-7.943896088586979e-21,7.53400008214368e-31,circle
0.0010756125610752606,7.701586442668856e-12,3.51151952573648e-17,3.07848061394076e-15,-1.980843256086419e-31,-6.60842675171108e-21,9.92594911220577e-31,circle
0.0010723284057239167,1.4736913763163668e-11,2.9949422034857144e-17,9.425378095236358e-16,-9.88241778580083e-32,-2.7855098472040443e-21,1.2373889272395075e-31,circle
0.001080040607233115,1.3206918759676351e-11,4.773772632915589e-17,8.745387169134054e-17,-5.198326976793576e-33,-2.7927114368521765e-22,2.215263382431291e-33,circle
0.0010826510545926464,1.4020230662958207e-11,5.632172127713709e-17,6.253140733094472e-16,1.000689578147432e-31,-2.0255460667167507e-21,-6.129733930732918e-32,circle
0.0010938811657063598,1.14626587383707e-11,3.5688628792204885e-17,5.094196398816284e-15,2.1680894135768526e-30,1.62188731506435e-20,1.3182261998053665e-31,circle
0.0010909599171536508,1.601529906593517e-11,3.00474965720865e-17,3.694879658594803e-15,1.1554004458600544e-30,-3.2034775494606767e-21,-4.2513013667095095e-31,circle
0.0010966892279511643,1.68028606542156e-11,7.55674374787012e-17,3.369546706779727e-15,8.57846053673361e-31,1.0292079469560403e-20,-1.4680283068871736e-30,circle
0.0011028863883678634,2.2632633062266442e-11,9.8703011004201e-17,9.307602214229886e-15,-4.51070267329553e-30,-2.060720548974736e-22,-7.696809383976918e-30,circle
0.0011075511978628795,2.2093795012513806e-11,8.905606734504994e-17,1.630586805734003e-14,-1.898618401418815e-29,-3.311130614078909e-20,-5.061699393407365e-30,circle
0.001114499914148112,1.8919737690152326e-11,1.4544428446111533e-16,2.435182971433232e-14,-4.5638370701555876e-29,-6.738330124337149e-20,-4.1818739440747905e-30,circle
0.0011234069816959517,1.6956529195495354e-11,1.5962640439077414e-16,1.4345077469053627e-14,-1.4098052639095452e-29,-5.428495361440162e-20,1.6506173001068487e-29,circle
0.0011332754469364557,1.9682856596049076e-11,1.1745117702158357e-16,2.0416270537382726e-14,3.013854706058163e-29,9.02503921244721e-20,9.548651804491518e-30,circle
0.0011429788516053785,1.8283252540661557e-11,2.5992411423291462e-17,2.3308386902443216e-14,-1.6593045408670433e-29,-8.501556793136669e-20,7.335719914648096e-30,circle
0.00115211309388082,1.7886577935782374e-11,2.373041703361054e-17,1.1998387710137108e-14,5.6298612933883426e-30,-1.1918960727740868e-20,3.048654821004223e-30,circle
0.0011675548073117653,1.1432305830013262e-11,1.893698245433822e-16,1.450346517598029e-14,1.5596568448930828e-29,-3.2928740493732046e-20,-1.8288756953109857e-29,circle
0.0011811425268187402,1.3862112486847243e-11,1.5297142018476766e-16,9.553130794034191e-15,-3.0542296587382797e-30,-3.5555977081442746e-20,1.1137252853595459e-29,circle
0.001187509171502536,9.202130417086795e-12,6.049236576388356e-16,2.7953318447149243e-15,-1.9268456771300053e-30,7.900019391803248e-21,-3.0822464110375224e-30,circle
0.0011980486885974423,1.0244039355597394e-11,3.2445292976076565e-16,3.3553506540048477e-14,5.78296271302672e-30,6.777219681053667e-20,-1.1055780515463768e-28,circle
0.0012083864519600378,7.187896105810863e-12,1.2413388195438795e-16,5.837174182321498e-14,-1.514269165052055e-28,-9.183762857063821e-20,-4.1935583048019475e-29,circle
0.0012179173045046422,2.6933323105600146e-12,3.717681941318931e-17,7.771104803267347e-14,9.229338528118911e-29,-1.2723725298170746e-19,9.449297194129617e-29,circle
0.0012312579545236358,9.931140279449842e-13,1.910597987886347e-16,2.5844192380564002e-15,-1.4091787826567064e-30,-2.54961125505691e-21,1.1455446616270488e-30,circle
0.0012359886675628452,3.822720611470442e-12,4.129225048965406e-16,1.4921100517315757e-14,-1.938672269259833e-29,-2.88719337903885e-20,-3.155776973489111e-29,circle
0.0012502346808331494,5.9966531028214126e-12,2.555152783236793e-16,3.342712478520587e-15,-2.0083554519782272e-30,4.719587386930161e-21,-2.3473700216425874e-30,circle
0.0012460865091392802,2.4895439079511764e-12,3.092436161692131e-18,3.196607603836501e-14,2.6045206018144823e-30,2.3888133146051184e-20,-9.707084304914575e-30,circle
0.0012508118073636713,4.232963146185997e-12,2.2518290039976745e-16,7.344787470119584e-14,1.6372045350048424e-29,-3.081943746689735e-20,-2.9825189590126466e-28,circle
0.0012673437897416035,2.3923992272901874e-12,1.40116697576806e-16,1.1585852813100367e-14,-1.4760829139541163e-29,7.425498482890427e-21,-1.6215380619744307e-31,circle
0.0012721326017420096,1.8286178909346404e-12,2.6285351076804118e-17,2.0003668751553892e-14,5.083335073001317e-30,-1.6511196352466794e-21,1.3585221959397314e-29,circle
0.0012818975932369285,5.009749325943213e-12,2.9935520934832573e-16,6.234925973891682e-15,2.9233464618724633e-30,-1.3022499747111102e-20,-8.000705002099868e-30,circle
0.0012864949772116822,4.16630872475407e-12,1.5242231877652157e-16,1.0461650008827305e-14,9.745442679702864e-30,5.276704392125416e-21,-8.918964193072296e-30,circle
0.0012891007123263833,2.0428809539887603e-12,5.952551649319134e-16,2.5183495450722177e-14,5.729832524268119e-29,3.525933201123664e-20,-7.889277945988893e-29,circle
0.0013055115491789012,3.1483395851180378e-12,9.66861432166727e-16,1.0562793189489244e-13,-3.1392091578985594e-28,8.762516782119475e-20,-1.0202536689798872e-27,circle
0.00130276813730947,6.722208063938723e-13,4.748619870685488e-16,1.7362676703420594e-13,-5.675469895337731e-28,9.888389662550719e-20,-1.4708539837378784e-27,circle
0.0013217166400338331,8.376220466544272e-13,2.995721645438582e-16,1.8513661951276864e-15,1.368950148131475e-30,-1.5500491870751269e-21,1.6419325021607921e-31,circle
0.0013115644121014338,1.5154095588487267e-12,1.0272206232557141e-16,9.303254947890988e-15,-9.089198699243019e-30,1.0511561744569515e-20,-3.137870942645598e-31,circle
0.0013089746861400134,5.886596395614262e-13,3.5128628405408237e-16,1.5026207379346816e-13,-1.0375645581849986e-28,-6.482949153632121e-20,1.0867616656237713e-27,circle
0.0013129477845889442,3.137863039584226e-12,3.0357241575772824e-16,1.4254884953483823e-14,2.948426990134394e-29,-2.518158171268059e-20,3.1640163926988066e-30,circle
